id,topic_en,topic_ko,keywords
onsen_tamago_secrets,"How to Make and Where to Eat the Best Onsen Tamago (Hot Spring Eggs)","온천 계란(온센 다마고)의 비밀: 직접 만들어 먹을 수 있는 온천지","onsen tamago, hot spring egg, volcanic cooking, snack guide, healthy food"
steam_cooking_hell,"Jigoku Mushi: The Ancient Art of Steam Cooking in Beppu","지옥 찜 요리(지고쿠 무시): 벳푸의 온천 증기로 만든 천연 슬로푸드","steam cooking, Beppu food, healthy cooking, natural steam, culinary experience"
hokkaido_road_trip_onsen,"Hokkaido Onsen Road Trip: A 7-Day Itinerary for Hot Spring Lovers","홋카이도 온천 자동차 여행: 온천 마니아를 위한 7일간의 완벽 일정","Hokkaido road trip, self drive, scenic drive, onsen hopping, nature tour"
kyushu_onsen_island,"Kyushu: The Island of Fire and Water - A Grand Onsen Tour","규슈 온천 일주: 불과 물의 섬에서 만나는 화산과 온천의 대향연","Kyushu travel, volcano onsen, Kumamoto, Oita, Kagoshima, onsen map"
tohoku_hidden_treasure,"Tohoku's Hidden Treasures: Secluded Ryokans and Wild Outdoor Baths","도호쿠의 숨겨진 보석: 오지 료칸과 대자연 속 야생 노천탕 탐방","Tohoku onsen, hidden gem, wild bath, remote ryokan, authentic Japan"
shikoku_onsen_pilgrimage,"Shikoku Onsen Pilgrimage: Spiritual Relaxation and Coastal Baths","시코쿠 온천 순례: 영적인 휴식과 해안 온천을 찾아 떠나는 여행","Shikoku travel, pilgrimage onsen, coastal view, local charm, peace"
central_japan_alps_onsen,"Hot Springs of the Japanese Alps: High Altitude Baths with Mountain Views","재팬 알프스의 온천: 웅장한 산맥을 품은 고지대 노천탕 가이드","Japan Alps, mountain view, high altitude, trekking onsen, Nagano, Gifu"
tokyo_sento_vs_onsen,"Tokyo's Sento Culture: Best Neighborhood Public Baths for Travelers","도쿄의 센토 문화: 여행자도 가기 좋은 동네 목욕탕(대중탕) 탐방","Tokyo sento, public bath, neighborhood trip, local life, affordable bath"
osaka_day_trips_onsen,"Best Onsen Day Trips from Osaka: Escaping the City Hustle","오사카에서 떠나는 온천 당일치기: 도시의 활기를 뒤로한 힐링 여행","Osaka onsen, day trip, Arima, Minoh, Inunakiyama, quick escape"
kyoto_tradition_onsen,"Kyoto Onsens: Traditional Ryokans with Zen Gardens and Private Baths","교토의 온천: 젠 스타일 정원과 프라이빗 온천이 있는 전통 료칸","Kyoto ryokan, Zen garden, private onsen, traditional stay, Kurama onsen"
fuji_view_onsens,"The Best Onsens with a View of Mount Fuji: Where to Stay","후지산이 보이는 최고의 노천탕: 객실에서 즐기는 절경 료칸 추천","Mt Fuji view, iconic Japan, Kawaguchiko onsen, Hakone Fuji, scenic stay"
ocean_front_onsen_kanto,"Coastal Escapes: Best Oceanfront Onsens Near Tokyo and Kanto","간토 해안 온천: 도쿄 근교 바다가 보이는 탁 트인 노천탕 명소","ocean view, Kanto travel, Atami onsen, Izu peninsula, coastal bath"
izu_peninsula_guide,"Izu Peninsula Onsen Guide: Hot Springs, Seafood, and Scenic Drives","이즈 반도 온천 가이드: 온천, 신선한 해산물, 그리고 드라이브 코스","Izu onsen, Shizuoka travel, seafood dinner, scenic drive, Kawazu sakura"
atami_onsen_fireworks,"Atami Onsen: Seaside Relaxation and Spectacular Fireworks Displays","아타미 온천: 바다 여행과 밤하늘을 수놓는 화려한 불꽃놀이","Atami onsen, fireworks, seaside resort, Shizuoka travel, weekend trip"
hakone_vs_kawaguchiko,"Hakone or Kawaguchiko? Which Onsen Destination is Right for You?","하코네 vs 가와구치코: 나에게 딱 맞는 도쿄 근교 온천지는 어디?","Hakone travel, Kawaguchiko travel, Mt Fuji, comparison guide, travel tips"
yamagata_zhao_ice_monsters,"Zao Onsen: Skiing, Sulfuric Baths, and the Famous Snow Monsters","야마가타 자오 온천: 스키, 유황 온천, 그리고 신비로운 스노우 몬스터","Zao onsen, snow monster, skiing Japan, Yamagata travel, sulfuric spring"
akita_winter_festivals,"Akita Onsens and Winter Festivals: Kamakura Snow Huts and Hot Springs","아키타 온천과 겨울 축제: 가마쿠라 이글루 체험과 눈꽃 온천","Akita travel, winter festival, Kamakura snow hut, Nyuto onsen, winter trip"
gunma_onsen_kingdom,"Gunma: The Kingdom of Onsens - Beyond Kusatsu and Minakami","온천 왕국 군마: 쿠사츠부터 미나카미까지 대표 온천지 총정리","Gunma onsen, Kusatsu, Minakami, Ikaho, Shima, onsen hopping"
nagano_snow_monkeys,"Jigokudani Monkey Park and Onsens: Bathing Near the Snow Monkeys","나가노 지고쿠다니 원숭이 공원: 온천 하는 원숭이와 근처 온천 추천","snow monkey, Nagano travel, Jigokudani, Shibu onsen, unique experience"
gifu_shirakawago_onsen,"Shirakawa-go and Gero Onsen: UNESCO Heritage and World-Class Baths","시라카와고와 게로 온천: 세계 문화유산 탐방 후 즐기는 명품 온천","Shirakawa-go, world heritage, Gero onsen, Gifu travel, traditional village"
wakayama_kumano_kodo,"Kumano Kodo Pilgrimage and Ancient Onsens: Yunomine and Kawayu","구마노 고도 순례길과 고대 온천: 강물에서 솟는 온천과 유노미네","Kumano Kodo, ancient onsen, pilgrimage, river bath, Wakayama travel"
kagoshima_volcano_views,"Sakurajima Views: Best Onsens Overlooking the Active Volcano","사쿠라지마 절경: 활화산을 바라보며 즐기는 가고시마 최고의 온천","Sakurajima, Kagoshima travel, volcano view, ferry trip, foot bath"
okinawa_beach_onsens,"Onsens in Okinawa? Yes, Discover the Best Tropical Hot Springs","오키나와에도 온천이? 에메랄드빛 바다를 품은 트로피컬 온천 가이드","Okinawa onsen, tropical travel, beach resort, Ryukyu culture, natural spa"
onsen_for_skin_conditions,"Healing Your Skin: Best Onsens for Eczema and Psoriasis","피부 고민 해결: 아토피와 건선 치유에 도움을 주는 약탕 온천","skin healing, medicinal onsen, eczema relief, natural spa, wellness"
detox_onsen_fasting,"Onsen Detox: Hot Springs Combined with Health Fasting Programs","온천 디톡스: 단식 프로그램과 온천 요법으로 몸 정화하기","detox trip, health fasting, wellness retreat, spa therapy, rejuvenation"
mental_health_onsen_retreat,"Onsen for Mental Wellness: Finding Peace in Secluded Hot Springs","마음의 휴식: 스트레스와 번아웃을 치유하는 조용한 오지 온천","mental health, meditation, peace, quiet retreat, stress relief"
foot_bath_ashi-yu_culture,"Ashiyu (Foot Baths): The Easiest Way to Experience Japan's Hot Springs","아시유(족욕) 투어: 걷다가 만나는 작은 행복, 일본 족욕 문화","foot bath, ashiyu, walking tour, relaxation, free onsen"
public_bathhouse_etiquette,"Sento vs Onsen: Understanding the Difference and Etiquette","센토(목욕탕) vs 온센(온천): 차이점과 이용 시 주의사항 완벽 비교","sento, public bath, neighborhood bath, Japanese lifestyle, bathhouse guide"
towel_on_head_why,"Why Do Japanese People Put a Wet Towel on Their Head in the Onsen?","온천 할 때 머리 위에 수건을 올리는 진짜 이유는 무엇일까?","onsen towel, culture mystery, bathing tips, overheating prevention, tradition"
onsen_drinking_water,"Drinking Onsen Water: Which Hot Springs Offer Drinkable Mineral Water?","마시는 온천수? 건강을 위해 음용 가능한 일본의 유명 온천지","drinking onsen, mineral water, health benefit, spring water, digestive health"
post_onsen_milk_tradition,"Why Milk is the Ultimate Drink After an Onsen Session","온천 후에 마시는 우유가 유독 맜있는 이유와 일본의 대중문화","after onsen milk, fruit milk, coffee milk, Japanese tradition, refreshing"
yukata_how_to_wear,"How to Properly Wear a Yukata at Your Ryokan: A Step-by-Step Guide","료칸에서 유카타 예쁘게 입는 법: 단계별 가이드와 주의사항","how to wear yukata, ryokan fashion, Japanese attire, obi tying, yukata guide"
ryokan_breakfast_guide,"The Ryokan Breakfast: What to Expect and Why it's a Must-Try","료칸의 아침 식사: 정갈한 일본 정식의 구성과 미식 포인트","ryokan breakfast, Japanese food, miso soup, grilled fish, healthy meal"
local_seafood_onsens,"Seafood Lovers' Paradise: Best Coastal Onsens with Fresh Sashimi","해산물 마니아의 천국: 신선한 사시미가 제공되는 해안 료칸 베스트","seafood ryokan, fresh sashimi, coastal trip, local specialty, gourmet onsen"
mountain_vegetables_sansai,"Mountain Vegetable Cuisine (Sansai) and Secluded Hot Springs","산채 요리(산사이)의 풍미와 고즈넉한 산속 온천으로의 초대","mountain vegetable, sansai, traditional food, forest onsen, healthy dining"
hida_beef_gero_onsen,"Indulging in Hida Beef: The Best Food Experiences in Gero Onsen","게로 온천에서 즐기는 히다 규: 미식과 온천을 동시에 잡는 법","Hida beef, Gero onsen, wagyu, luxury food, food trip"
kobe_beef_near_arima,"Kobe Beef and Arima Onsen: The Ultimate Luxury Pairing","고베 규와 아리마 온천: 최고의 럭셔리 미식과 온천의 만남","Kobe beef, Arima onsen, luxury dining, wagyu, Kansai food"
onsen_and_sushi_trips,"Sushi and Hot Springs: Best Coastal Onsens for Sushi Lovers","스시와 온천의 만남: 스시 투어를 즐기기 좋은 해안 온천지 추천","sushi, coastal onsen, Kanazawa, Toyama, Hokkaido, fish market"
hidden_onsen_hokkaido,"Exploring Hokkaido's Secret Forest Baths: Only Accessible by Foot","홋카이도의 비밀 숲속 온천: 걸어서만 갈 수 있는 천연 노천탕","hidden onsen, Hokkaido forest, trekking, secret bath, adventure"
kyoto_hidden_kurama,"Kurama Onsen: A Spiritual Forest Bath Escape Just North of Kyoto","교토 근교 쿠라마 온천: 영험한 기운이 흐르는 숲속 노천탕","Kurama onsen, Kyoto day trip, forest bath, spiritual travel, hiking"
ancient_dogon_onsen_history,"Dogo Onsen's 3,000 Year History: Legends of Gods and Emperors","도고 온천 3천 년의 전설: 신들과 천황이 사랑한 온천의 역사","Dogo Onsen, ancient history, legends, imperial family, Shinto"
modern_onsen_design,"Modern Onsen Architecture: Best Designed Hot Springs in Japan","현대적 감각의 온천 건축: 디자인이 아름다운 일본 온천 료칸","modern architecture, interior design, stylish onsen, boutique ryokan, Kengo Kuma"
onsen_photography_tips,"Onsen Photography: How to Capture the Beauty Without Breaking Rules","온천 사진 촬영 팁: 매너를 지키며 온천의 아름다움을 담는 법","photography tips, privacy rules, travel blog, Instagrammable onsen, scenic photo"
sustainable_onsen_tourism,"Sustainable Onsen Tourism: Supporting Local Communities and Nature","지속 가능한 온천 관광: 지역 사회와 자연을 살리는 여행법","sustainable travel, eco friendly, local support, rural revitalization, nature conservation"
night_onsen_lighting,"Magical Nights: Best Illuminated Onsen Towns After Dark","마법 같은 밤의 풍경: 조명이 아름다운 야간 온천 마을 베스트","night view, illumination, Ginzan onsen, Shibu onsen, evening walk"
onsen_with_waterfalls,"Bathing Near Waterfalls: Most Refreshing Waterfall-View Onsens","폭포 옆에서의 입욕: 시원한 폭포 소리를 감상하는 노천탕 명소","waterfall view, nature sound, refreshing onsen, forest bath, scenic beauty"
rooftop_city_onsens,"City Skyscape: Best Rooftop Onsens in Tokyo and Osaka","도시의 야경: 도쿄와 오사카의 화려한 루프탑 온천 가이드","rooftop onsen, city view, Tokyo night, Osaka skyline, urban spa"
historical_samurai_baths,"Bathing Like a Samurai: Historical Hot Springs Used by Famous Warriors","사무라이처럼 입욕하기: 유명 무사들이 부상 치료를 위해 찾던 온천","samurai history, historical onsen, Sengoku period, Takeda Shingen, traditional bath"
imperial_family_onsens,"The Emperor's Choice: Hot Springs Frequently Visited by the Imperial Family","천황의 선택: 일본 황실이 즐겨 찾는 품격 있는 온천지 리스트","imperial family, royal resort, high class onsen, historical stay, luxury"
volcano_and_onsen_connection,"Fire and Water: Understanding the Link Between Volcanoes and Onsens","불과 물의 공존: 화산과 온천의 관계를 이해하는 인문학적 가이드","volcano, geology, geothermal energy, natural wonder, Japanese islands"
onsen_museums_in_japan,"Learning About Hot Springs: Best Onsen Museums to Visit in Japan","온천을 배우다: 온천의 원리와 역사를 전시하는 일본 온천 박물관","onsen museum, education, travel tips, cultural history, Beppu museum"
spiritual_onsen_cleansing,"Spiritual Cleansing: Onsens as a Place of Purification and Rebirth","영혼의 정화: 일본인들에게 온천이 '환생'과 '정화'의 장소인 이유","purification, Shinto, rebirth, spiritual healing, cultural depth"
zen_meditation_onsen,"Onsen and Zen: Combining Hot Springs with Zazen Meditation","온천과 젠(Zen): 노천탕에서 즐기는 명상과 마음 챙김의 시간","Zen meditation, mindfulness, peaceful onsen, zazen, mental clarity"
local_festival_onsen,"Matsuri and Onsen: Planning Your Trip Around Traditional Local Festivals","축제와 온천: 일본 전통 축제(마츠리)와 함께 즐기는 온천 여행 계획","matsuri, local festival, cultural event, onsen trip, seasonal event"
new_years_onsen_tradition,"Celebrating New Year in a Ryokan: Traditional Customs and Food","료칸에서 맞이하는 일본의 새해: '오세치' 요리와 온천 전통","New Year, Osechi, Hatsumode, ryokan stay, winter holiday"
cherry_blossom_peak_onsen,"Hanami from the Bath: Best Dates and Spots for Peak Cherry Blossoms","꽃구경과 온천을 동시에: 벚꽃 절정 시기별 추천 온천 명소","cherry blossom, hanami, peak season, Sakura onsen, spring forecast"
autumn_equinox_onsen,"Autumnal Equinox: Celebrating the Harvest Season in Rural Onsen Towns","추분 여행: 풍성한 수확의 계절, 시골 온천 마을에서 즐기는 가을 정취","autumn equinox, harvest, rural Japan, local food, fall colors"
summer_festival_yukata,"Summer Festivals and Yukata: Best Onsen Towns for Summer Matsuri","여름 축제와 유카타: 화려한 여름 마츠리를 즐기기 좋은 온천 마을","summer matsuri, yukata, fireworks, festival food, summer trip"
winter_solstice_yuzu_bath,"The Yuzu Bath Tradition: Celebrating the Winter Solstice in Japan","유자탕의 전통: 동짓날 일본인들이 온천에 유자를 넣는 이유","yuzu bath, winter solstice, citrus bath, traditional health, seasonal custom"
rainy_season_hydrangeas,"Hydrangeas and Onsen: The Best Scenic Spots During Japan's Rainy Season","수국과 온천: 장마철(츠유)에만 만날 수 있는 수국 절경 온천지","hydrangea, rainy season, Tsuyu, purple flowers, moody onsen"
end_of_year_bonenkai_onsen,"Bonenkai at the Ryokan: Japan's Year-End Party Culture in Hot Springs","료칸에서 즐기는 망년회: 일본의 송년 모임 문화와 온천 여행","Bonenkai, year end party, group travel, ryokan dining, celebration"
